# y_maternal, y_maternal_fetal, y_fetal_true, y_maternal_clean, y_maternal_fetal_clean
1.016335413828669765e+00,2.850783413527313223e-02,0.000000000000000000e+00,1.043410054249864327e+00,0.000000000000000000e+00
1.001715710173408880e+00,4.144834060613652137e-03,0.000000000000000000e+00,1.024139943148816734e+00,0.000000000000000000e+00
9.591080084829632924e-01,5.095763280014134478e-02,0.000000000000000000e+00,9.551908727828193335e-01,0.000000000000000000e+00
8.669391176999237114e-01,1.314602759590874793e-03,0.000000000000000000e+00,8.495929198249059233e-01,0.000000000000000000e+00
7.401211111719269153e-01,-3.911941641991234508e-02,0.000000000000000000e+00,7.198092301220747613e-01,0.000000000000000000e+00
5.041047640840918831e-01,1.692261970441008220e-02,0.000000000000000000e+00,5.771946175305529003e-01,0.000000000000000000e+00
3.974600261983946559e-01,2.775119526856345553e-01,0.000000000000000000e+00,4.316147542271266402e-01,2.708627546658903262e-01
3.044773514504150458e-01,4.688358411460882280e-01,0.000000000000000000e+00,2.912152738269961350e-01,4.761542411693400756e-01
2.192489415187878488e-01,6.948514800507925582e-01,0.000000000000000000e+00,1.623243296771621491e-01,6.176408040267568067e-01
4.164316450457092311e-02,7.009902152645272055e-01,0.000000000000000000e+00,4.946832689837249442e-02,7.000763341169391474e-01
-9.619878861983639784e-02,7.111052265010964213e-01,0.000000000000000000e+00,-4.452149420853514922e-02,7.303870379749050068e-01
-1.031410596239598076e-01,6.761339098116978530e-01,0.000000000000000000e+00,-1.183344363346511136e-01,7.168979602041716248e-01
-1.698969717358087550e-01,5.649558702222915452e-01,0.000000000000000000e+00,-1.719597070421027551e-01,6.686336109479734668e-01
-2.527230232550592426e-01,5.779968718439825182e-01,0.000000000000000000e+00,-2.064399989410965752e-01,5.947150438774341241e-01
-2.626569900943766522e-01,4.925417964831361739e-01,0.000000000000000000e+00,-2.236170209718548185e-01,5.038664610854522996e-01
-1.189047949158441586e-01,4.319548415255899387e-01,0.000000000000000000e+00,-2.258837635756923423e-01,4.040362322713870191e-01
-2.745015411459388877e-01,2.927487894707443972e-01,0.000000000000000000e+00,-2.159551210893188855e-01,3.021303279589886426e-01
-2.271020097958704742e-01,1.479053809387848029e-01,0.000000000000000000e+00,-1.966653301637306117e-01,2.038506916788972723e-01
-2.132933713879257842e-01,1.280195791838518171e-01,0.000000000000000000e+00,-1.707976791777901793e-01,1.136270307740134961e-01
-1.211563115385075190e-01,2.477891007450356425e-02,0.000000000000000000e+00,-1.409492264020700270e-01,3.462782882886074332e-02
-8.411218925555127846e-02,-4.824051716992263511e-02,0.000000000000000000e+00,-1.094309211342435195e-01,-3.116504594597460306e-02
2.027561168941335867e-02,-1.668635088305356340e-02,0.000000000000000000e+00,-7.820160323230813948e-02,-8.283410543425577532e-02
2.657515188081091551e-04,-9.619563884617426952e-02,0.000000000000000000e+00,-4.883288165234439537e-02,-1.203717949294719203e-01
-2.552911851672206439e-02,-1.156467251789202177e-01,0.000000000000000000e+00,-2.250085421105788366e-02,-1.445079992587675888e-01
-7.550379140420249505e-03,-1.851732078395111059e-01,0.000000000000000000e+00,-2.307297613061884277e-17,-1.565319146802983674e-01
-2.925402670599564631e-02,-2.179072683266415622e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.581186345029846341e-01
-8.389877704146689319e-03,-1.698357877572961860e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.511685847625232060e-01
1.874461635513206131e-02,-1.577687502107780193e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.376657311146114171e-01
-3.819434102654053337e-02,-1.221020476466933014e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.195583754244531199e-01
